head,lemma,dep,pos,sim,relation
sauce,doux,amod,ADJ,0.6649294495582581,[]
titre,ingrédient,nmod,NOUN,0.4716755747795105,[]
ingrédient,poivre,appos,NOUN,0.7064663171768188,"[{""id"": 24923435, ""node1"": 123418, ""node2"": 139597, ""type"": 0, ""w"": 15.0}, {""id"": 24850733, ""node1"": 123418, ""node2"": 139597, ""type"": 8, ""w"": 26.0}]"
poivre,vinaigre,acl,NOUN,0.6644958257675171,"[{""id"": 584573829, ""node1"": 139597, ""node2"": 145443, ""type"": 0, ""w"": 22.0}]"
ingrédient,sucre,amod,NOUN,0.7083083987236023,"[{""id"": 2293217, ""node1"": 123418, ""node2"": 139481, ""type"": 0, ""w"": 70.0}, {""id"": 584064239, ""node1"": 123418, ""node2"": 139481, ""type"": 6, ""w"": -5.0}, {""id"": 9621636, ""node1"": 123418, ""node2"": 139481, ""type"": 8, ""w"": 27.0}, {""id"": 15173636, ""node1"": 123418, ""node2"": 139481, ""type"": 27, ""w"": 30.0}]"
sucre,fin,amod,NOUN,0.6024554371833801,"[{""id"": 277257, ""node1"": 139481, ""node2"": 144718, ""type"": 17, ""w"": 107.0}]"
ingrédient,coulis,acl,NOUN,0.639061689376831,[]
ingrédient,ananas,obj,ADV,0.6028618216514587,"[{""id"": 243484653, ""node1"": 123418, ""node2"": 115827, ""type"": 8, ""w"": 35.0}]"
ananas,manioc,appos,NOUN,0.5734003186225891,[]
ingrédient,cuillère,appos,NOUN,0.6755087375640869,[]
cuillère,bois,nmod,NOUN,0.5910300612449646,"[{""id"": 423608378, ""node1"": 51905, ""node2"": 96256, ""type"": 0, ""w"": 41.0}, {""id"": 1977342, ""node1"": 51905, ""node2"": 96256, ""type"": 50, ""w"": 27.0}, {""id"": 3906289, ""node1"": 51905, ""node2"": 96256, ""type"": 777, ""w"": 9.0}]"
cuillère,saladier,nmod,NOUN,0.6106023788452148,"[{""id"": 920094994, ""node1"": 51905, ""node2"": 45455, ""type"": 0, ""w"": 20.0}]"
saladier,balance,nmod,NOUN,0.5669676065444946,[]
balance,cuisine,nmod,NOUN,0.5991910099983215,[]
balance,plat,appos,ADJ,0.6195622682571411,"[{""id"": 798729099, ""node1"": 145190, ""node2"": 36327, ""type"": 0, ""w"": 28.0}]"
ingrédient,étape,amod,NOUN,0.4697338342666626,[]
mettre,coulis,obj,NOUN,0.5898658037185669,[]
ingrédient,mélanger,acl,VERB,0.6362285614013672,"[{""id"": 770758779, ""node1"": 123418, ""node2"": 37151, ""type"": 26, ""w"": 31.0}]"
sucre,vinaigre,appos,NOUN,0.6951253414154053,[]
ajouter,morceau,obj,NOUN,0.5419883728027344,[]
morceau,ananas,nmod,NOUN,0.5826804637908936,[]
ananas,couper,acl,VERB,0.5440250635147095,"[{""id"": 32052538, ""node1"": 115827, ""node2"": 128828, ""type"": 26, ""w"": 30.0}]"
jus,boîte,nmod,NOUN,0.5841004252433777,"[{""id"": 606422801, ""node1"": 53310, ""node2"": 7575, ""type"": 0, ""w"": 32.0}]"
ajouter,rien,obj,PRON,0.4196942150592804,[]
plat,asiatique,amod,ADJ,0.6151403188705444,[]
