head,lemma,dep,pos,sim,relation
beurre,persil,nmod,NOUN,0.6788381934165955,[]
poivre,oignon,nmod,NOUN,0.6702394485473633,[]
casserole,saladier,nmod,NOUN,0.6254573464393616,[]
saladier,balance,nmod,NOUN,0.5669676065444946,[]
balance,cuisine,nmod,NOUN,0.5991910099983215,[]
balance,étape,nmod,NOUN,0.4149083495140075,[]
verser,équivalent,obj,NOUN,0.4424138963222503,[]
verre,grand,amod,ADJ,0.5217540860176086,"[{""id"": 1021921339, ""node1"": 144497, ""node2"": 23178, ""type"": 17, ""w"": 26.0}]"
équivalent,verre,nmod,NOUN,0.4957868158817291,[]
verre,eau,nmod,NOUN,0.5749212503433228,"[{""id"": 70610, ""node1"": 144497, ""node2"": 65012, ""type"": 0, ""w"": 314.0}, {""id"": 31129047, ""node1"": 144497, ""node2"": 65012, ""type"": 3, ""w"": 35.0}, {""id"": 10528262, ""node1"": 144497, ""node2"": 65012, ""type"": 9, ""w"": 9.0}, {""id"": 393483, ""node1"": 144497, ""node2"": 65012, ""type"": 28, ""w"": 194.0}, {""id"": 720818421, ""node1"": 144497, ""node2"": 65012, ""type"": 174, ""w"": 25.0}, {""id"": 1523981, ""node1"": 144497, ""node2"": 65012, ""type"": 666, ""w"": 5.0}]"
mijoter,min,obj,NOUN,0.4553591310977936,[]
eau,froid,amod,ADJ,0.5808660984039307,"[{""id"": 432163, ""node1"": 65012, ""node2"": 49803, ""type"": 17, ""w"": 74.0}]"
froid,graine,obj,NOUN,0.5737572908401489,[]
graine,quinoa,nmod,NOUN,0.5948196053504944,"[{""id"": 796778694, ""node1"": 14469, ""node2"": 149998, ""type"": 0, ""w"": 30.0}]"
casserole,grand,nmod,ADJ,0.5876413583755493,[]
casserole,verre,nmod,NOUN,0.6303271055221558,[]
mélanger,fois,nsubj,NOUN,0.4604066014289856,[]
fois,quinoa,amod,ADJ,0.5573474764823914,[]
mélanger,quinoa,obj,ADJ,0.6388950347900391,[]
mélanger,faire,advcl,VERB,0.5297929048538208,[]
