head,lemma,dep,pos,sim,relation
titre,gratin,nmod,NOUN,0.4893978536128998,[]
gratin,courgette,nmod,NOUN,0.6123424172401428,[]
gratin,rouler,acl,VERB,0.5687445998191833,[]
blanc,poulet,nmod,NOUN,0.6177458167076111,"[{""id"": 9356626, ""node1"": 15196, ""node2"": 146261, ""type"": 0, ""w"": 50.0}, {""id"": 97329786, ""node1"": 15196, ""node2"": 146261, ""type"": 10, ""w"": 29.0}, {""id"": 1933499, ""node1"": 15196, ""node2"": 146261, ""type"": 35, ""w"": 45.0}, {""id"": 14659361, ""node1"": 15196, ""node2"": 146261, ""type"": 42, ""w"": 29.0}, {""id"": 1663131, ""node1"": 15196, ""node2"": 146261, ""type"": 666, ""w"": 1.0}]"
fromage,ingrédient,nmod,NOUN,0.7009125351905823,"[{""id"": 24850717, ""node1"": 141687, ""node2"": 123418, ""type"": 0, ""w"": 34.0}, {""id"": 24842103, ""node1"": 141687, ""node2"": 123418, ""type"": 6, ""w"": 233.0}]"
fromage,Poulet,nmod,PROPN,0.5731450319290161,[]
gratin,pourcent,nmod,NOUN,0.4457429051399231,[]
pourcent,sel,nmod,NOUN,0.624043881893158,[]
gratin,parmesan,nmod,NOUN,0.6155387163162231,"[{""id"": 607823262, ""node1"": 12942, ""node2"": 140416, ""type"": 0, ""w"": 26.0}]"
gratin,tranche,nmod,NOUN,0.5697627067565918,[]
tranche,sel,nmod,NOUN,0.6955903768539429,[]
Provence,huile,amod,NOUN,0.54030442237854,[]
basilic,purée,obj,NOUN,0.6979260444641113,[]
gratin,huile,amod,NOUN,0.6695152521133423,"[{""id"": 606766310, ""node1"": 12942, ""node2"": 141971, ""type"": 0, ""w"": 1.0}]"
huile,thym,obj,NOUN,0.6525286436080933,[]
gratin,sucre,nmod,NOUN,0.7299670577049255,[]
