head,lemma,dep,pos,sim,relation,relation_name,w
titre,ingrédient,nmod,NOUN,0.4716755747795105,[],,
muscade,sel,nmod,NOUN,0.6852055191993713,[],,
sel,poivre,appos,NOUN,0.6705341935157776,"[{""id"": 125169, ""node1"": 13260, ""node2"": 139597, ""type"": 0, ""w"": 495.0}, {""id"": 1029365119, ""node1"": 13260, ""node2"": 139597, ""type"": 67, ""w"": 28.0}, {""id"": 74985058, ""node1"": 13260, ""node2"": 139597, ""type"": 75, ""w"": 160.0}, {""id"": 1032956770, ""node1"": 13260, ""node2"": 139597, ""type"": 78, ""w"": 39.0}, {""id"": 652227840, ""node1"": 13260, ""node2"": 139597, ""type"": 666, ""w"": 2.0}]",r_associated,495.0
poivre,crème,amod,NOUN,0.6996400356292725,[],,
ingrédient,légume,appos,NOUN,0.6797090172767639,[],,
légume,cube,nmod,NOUN,0.5993987321853638,"[{""id"": 799190729, ""node1"": 120603, ""node2"": 6041, ""type"": 0, ""w"": 29.0}]",r_associated,29.0
cube,bouillon,nmod,NOUN,0.5364071130752563,"[{""id"": 98292423, ""node1"": 6041, ""node2"": 146582, ""type"": 0, ""w"": 30.0}]",r_associated,30.0
bouillon,parmesan,nmod,NOUN,0.7017257809638977,[],,
Plat,gratin,nmod,NOUN,0.4779236614704132,[],,
four,couteau,nmod,NOUN,0.6828393340110779,[],,
couteau,économe,nmod,NOUN,0.5018488168716431,"[{""id"": 9916570, ""node1"": 32610, ""node2"": 14706, ""type"": 0, ""w"": 23.0}, {""id"": 2386429, ""node1"": 32610, ""node2"": 14706, ""type"": 8, ""w"": 76.0}]",r_hypo,76.0
économe,plat,nmod,ADJ,0.6074525117874146,[],,
four,180,nmod,NUM,0.4979606568813324,[],,
bouillon,légume,nmod,NOUN,0.7116243243217468,"[{""id"": 152250, ""node1"": 146582, ""node2"": 120603, ""type"": 0, ""w"": 55.0}]",r_associated,55.0
blanchir,légume,obj,NOUN,0.6702799201011658,"[{""id"": 255672, ""node1"": 55842, ""node2"": 120603, ""type"": 0, ""w"": 51.0}, {""id"": 1639139, ""node1"": 55842, ""node2"": 120603, ""type"": 14, ""w"": 30.0}]",r_associated,51.0
légume,bouillon,nmod,NOUN,0.7116243243217468,"[{""id"": 796689475, ""node1"": 120603, ""node2"": 146582, ""type"": 0, ""w"": 25.0}]",r_associated,25.0
ajouter,crème,obj,NOUN,0.610580325126648,[],,
lait,légume,nmod,NOUN,0.6879314184188843,[],,
moitié,fromage,nmod,NOUN,0.6209864020347595,[],,
blanchir,saler,obj,VERB,0.575508713722229,[],,
blanchir,poivrer,advcl,VERB,0.5187163352966309,[],,
ajouter,moi,obj,NOUN,0.4036567509174347,[],,
moi,muscade,nmod,NOUN,0.5006276369094849,[],,
répartir,feuille,obj,NOUN,0.4775430262088775,[],,
feuille,fond,nmod,NOUN,0.5194311738014221,[],,
fond,plat,nmod,NOUN,0.5886687636375427,"[{""id"": 961890508, ""node1"": 119272, ""node2"": 36327, ""type"": 10, ""w"": 25.0}]",r_holo,25.0
plat,aller,acl,VERB,0.5960066914558411,[],,
alterner,couche,obj,NOUN,0.4621816277503967,[],,
couche,légume,nmod,NOUN,0.6695479154586792,[],,
pouvoir,préparation,nsubj,NOUN,0.4529906511306762,[],,
préparation,légume,nmod,NOUN,0.7004532814025879,[],,
permettre,cuisson,nsubj,NOUN,0.6865873336791992,[],,
permettre,liquide,obj,NOUN,0.5016399025917053,[],,
liquide,excès,nmod,NOUN,0.4701525568962097,[],,
répartir,reste,obj,NOUN,0.440695196390152,[],,
reste,fromage,nmod,NOUN,0.6215431690216064,[],,
mettre,thermostat,appos,NOUN,0.5112968683242798,[],,
