head,lemma,dep,pos,sim,relation,relation_name,w
Lapin,poivre,amod,NOUN,0.5365705490112305,[],,
poivre,sel,nmod,NOUN,0.6705341935157776,"[{""id"": 12368540, ""node1"": 139597, ""node2"": 13260, ""type"": 0, ""w"": 52.0}, {""id"": 1074615768, ""node1"": 139597, ""node2"": 13260, ""type"": 6, ""w"": -25.0}, {""id"": 1046576040, ""node1"": 139597, ""node2"": 13260, ""type"": 8, ""w"": 20.0}, {""id"": 288425680, ""node1"": 139597, ""node2"": 13260, ""type"": 35, ""w"": 51.0}, {""id"": 770758757, ""node1"": 139597, ""node2"": 13260, ""type"": 75, ""w"": 27.0}]",r_associated,52.0
sel,muscade,nmod,NOUN,0.6852055191993713,[],,
clou,thym,nmod,NOUN,0.5644853711128235,[],,
clou,beurre,acl,NOUN,0.5703439116477966,[],,
clou,lapin,nmod,NOUN,0.4842132031917572,[],,
lapin,entier,amod,ADJ,0.5081321001052856,[],,
clou,cidre,acl,VERB,0.528061032295227,[],,
terre,pomme,nmod,NOUN,0.5497229695320129,"[{""id"": 558645131, ""node1"": 25705, ""node2"": 37201, ""type"": 0, ""w"": 27.0}]",r_associated,27.0
pomme,champignon,nmod,NOUN,0.5964266061782837,"[{""id"": 1054632605, ""node1"": 37201, ""node2"": 25484, ""type"": 0, ""w"": 20.0}]",r_associated,20.0
Paris,échalote,amod,NOUN,0.4402078092098236,[],,
pomme,ail,nmod,ADP,0.617033839225769,[],,
cidre,huile,obj,NOUN,0.6507650017738342,[],,
couteau,saladier,nmod,NOUN,0.6030980348587036,[],,
saladier,pinceau,appos,NOUN,0.5370374321937561,[],,
cidre,blender,obj,NOUN,0.6058976650238037,[],,
cidre,chauffer,advcl,VERB,0.62740159034729,[],,
balance,cuisine,nmod,NOUN,0.5991910099983215,[],,
couper,carotte,obj,NOUN,0.5670887231826782,"[{""id"": 93436614, ""node1"": 128828, ""node2"": 76234, ""type"": 14, ""w"": 32.0}]",r_patient,32.0
pomme,petit,amod,ADJ,0.6212930083274841,[],,
pomme,terre,nmod,NOUN,0.5497229695320129,"[{""id"": 34768529, ""node1"": 37201, ""node2"": 25705, ""type"": 0, ""w"": 39.0}]",r_associated,39.0
cuit,vapeur,amod,NOUN,0.7094440460205078,"[{""id"": 961230302, ""node1"": 28105, ""node2"": 98392, ""type"": 666, ""w"": 3.0}]",r_aki,3.0
dorer,lapin,obj,NOUN,0.5938593149185181,[],,
mélange,huile,amod,NOUN,0.6350008249282837,[],,
olive,beurre,amod,NOUN,0.6803363561630249,[],,
mélange,feu,nmod,NOUN,0.5797087550163269,[],,
feu,fort,amod,ADV,0.5296592116355896,"[{""id"": 31823581, ""node1"": 143703, ""node2"": 54186, ""type"": 17, ""w"": 60.0}]",r_carac,60.0
ajouter,ail,obj,NOUN,0.5651978254318237,[],,
ail,écraser,acl,VERB,0.5606361031532288,"[{""id"": 906193744, ""node1"": 26979, ""node2"": 52004, ""type"": 0, ""w"": 20.0}, {""id"": 98571281, ""node1"": 26979, ""node2"": 52004, ""type"": 26, ""w"": 40.0}]",r_patient-1,40.0
échalote,couper,acl,VERB,0.5763925313949585,"[{""id"": 130817, ""node1"": 41642, ""node2"": 128828, ""type"": 0, ""w"": 59.0}]",r_associated,59.0
fois,échalote,nmod,NOUN,0.51185542345047,[],,
échalote,translucide,amod,ADJ,0.5655044317245483,[],,
verser,cidre,obj,NOUN,0.588206946849823,[],,
ajouter,herbe,obj,NOUN,0.4923520386219024,[],,
faire,mijoter,amod,VERB,0.6243404746055603,"[{""id"": 77814648, ""node1"": 87528, ""node2"": 24589, ""type"": 0, ""w"": 30.0}, {""id"": 54838108, ""node1"": 87528, ""node2"": 24589, ""type"": 5, ""w"": -52.0}]",r_associated,30.0
fin,cuisson,nmod,NOUN,0.5646086931228638,[],,
cuisson,légume,nmod,NOUN,0.7936146259307861,[],,
légume,cuire,acl,VERB,0.8064759373664856,"[{""id"": 660236, ""node1"": 120603, ""node2"": 5115, ""type"": 0, ""w"": 31.0}, {""id"": 14845362, ""node1"": 120603, ""node2"": 5115, ""type"": 24, ""w"": 30.0}, {""id"": 15071520, ""node1"": 120603, ""node2"": 5115, ""type"": 26, ""w"": 33.0}]",r_patient-1,33.0
légume,incorporer,acl,VERB,0.6946993470191956,[],,
légume,chaud,amod,ADJ,0.6861595511436462,[],,
légume,peu,nmod,ADV,0.5793128609657288,[],,
peu,crème,nmod,NOUN,0.58684241771698,[],,
crème,frais,amod,ADJ,0.5796430110931396,[],,
crème,épaisse,amod,NOUN,0.5719905495643616,"[{""id"": 796714566, ""node1"": 44001, ""node2"": 154650, ""type"": 0, ""w"": 21.0}, {""id"": 1022007608, ""node1"": 44001, ""node2"": 154650, ""type"": 17, ""w"": 33.0}]",r_carac,33.0
peu,gourmand,nmod,NOUN,0.468959242105484,[],,
