head,lemma,dep,pos,sim,relation,relation_name,w
titre,aubergine,nmod,NOUN,0.5097664594650269,[],,
aubergine,ingrédient,nmod,NOUN,0.6650853753089905,[],,
sel,gros,amod,ADJ,0.6553788781166077,"[{""id"": 188164, ""node1"": 13260, ""node2"": 88096, ""type"": 0, ""w"": 60.0}, {""id"": 645838, ""node1"": 13260, ""node2"": 88096, ""type"": 17, ""w"": 60.0}]",r_carac,60.0
aubergine,sel,nmod,NOUN,0.7145346403121948,[],,
sel,sel,nmod,NOUN,0.6370302438735962,"[{""id"": 332638, ""node1"": 13260, ""node2"": 13260, ""type"": 19, ""w"": 51.0}]",r_lemma,51.0
aubergine,vin,nmod,NOUN,0.6489874124526978,[],,
aubergine,rouge,amod,VERB,0.5481783747673035,[],,
aubergine,tomate,nmod,NOUN,0.6192634701728821,"[{""id"": 1042421751, ""node1"": 14731, ""node2"": 22138, ""type"": 0, ""w"": 6.0}, {""id"": 886230303, ""node1"": 14731, ""node2"": 22138, ""type"": 75, ""w"": 40.0}, {""id"": 748679585, ""node1"": 14731, ""node2"": 22138, ""type"": 666, ""w"": 2.0}, {""id"": 83855737, ""node1"": 14731, ""node2"": 22138, ""type"": 777, ""w"": 10.0}]",r_accomp,40.0
aubergine,concentrer,acl,VERB,0.5928555727005005,[],,
tomate,ail,nmod,ADP,0.603027880191803,"[{""id"": 421761038, ""node1"": 22138, ""node2"": 26979, ""type"": 0, ""w"": 3.0}]",r_associated,3.0
aubergine,eau,nmod,NOUN,0.5951617360115051,"[{""id"": 886232956, ""node1"": 14731, ""node2"": 65012, ""type"": 129, ""w"": 35.0}]",r_require,35.0
casserole,pinceau,obj,NOUN,0.5712795853614807,[],,
pinceau,poêle,nmod,NOUN,0.6258137822151184,[],,
pinceau,Plat,nmod,PROPN,0.4481068551540375,[],,
Plat,gratin,nmod,NOUN,0.4779236614704132,[],,
couper,aubergine,obj,NOUN,0.5799187421798706,"[{""id"": 32053064, ""node1"": 128828, ""node2"": 14731, ""type"": 14, ""w"": 56.0}]",r_patient,56.0
tranche,fin,amod,ADJ,0.4211523532867431,[],,
aubergine,tranche,nmod,NOUN,0.5535061955451965,[],,
sel,minute,nmod,NOUN,0.6827079057693481,[],,
casserole,dorer,acl,VERB,0.5980195999145508,"[{""id"": 635017583, ""node1"": 57253, ""node2"": 67147, ""type"": 30, ""w"": 26.0}]",r_lieu_action,26.0
dorer,ail,obj,NOUN,0.6106172204017639,[],,
cuillère,soupe,nmod,NOUN,0.6452588438987732,"[{""id"": 139567, ""node1"": 51905, ""node2"": 117152, ""type"": 0, ""w"": 288.0}, {""id"": 960354064, ""node1"": 51905, ""node2"": 117152, ""type"": 82, ""w"": 33.0}, {""id"": 1912589, ""node1"": 51905, ""node2"": 117152, ""type"": 666, ""w"": 6.0}]",r_associated,288.0
soupe,huile,nmod,NOUN,0.676633894443512,"[{""id"": 3346889, ""node1"": 117152, ""node2"": 141971, ""type"": 777, ""w"": 9.0}]",r_wiki,9.0
huile,olive,nmod,ADJ,0.577674388885498,"[{""id"": 143577, ""node1"": 141971, ""node2"": 238, ""type"": 0, ""w"": 441.0}, {""id"": 580646, ""node1"": 141971, ""node2"": 238, ""type"": 5, ""w"": 35.0}, {""id"": 214590, ""node1"": 141971, ""node2"": 238, ""type"": 8, ""w"": 101.0}, {""id"": 9972834, ""node1"": 141971, ""node2"": 238, ""type"": 9, ""w"": 10.0}, {""id"": 96691611, ""node1"": 141971, ""node2"": 238, ""type"": 35, ""w"": 34.0}, {""id"": 1808072, ""node1"": 141971, ""node2"": 238, ""type"": 42, ""w"": 92.0}, {""id"": 653727906, ""node1"": 141971, ""node2"": 238, ""type"": 666, ""w"": 5.0}]",r_associated,441.0
ajouter,vin,obj,NOUN,0.6198925375938416,[],,
concentré,tomate,nsubj,NOUN,0.6039107441902161,[],,
ajouter,eau,obj,NOUN,0.5629687905311584,[],,
saler,poivrer,acl,VERB,0.5285379886627197,"[{""id"": 796710265, ""node1"": 15671, ""node2"": 70211, ""type"": 0, ""w"": 22.0}]",r_associated,22.0
minute,feu,nmod,NOUN,0.5576279163360596,[],,
feu,doux,amod,ADJ,0.5496628284454346,[],,
couper,mozzarella,obj,NOUN,0.5374503135681152,"[{""id"": 31821895, ""node1"": 128828, ""node2"": 120576, ""type"": 14, ""w"": 54.0}]",r_patient,54.0
peu,huile,nmod,NOUN,0.5692240595817566,[],,
tomate,sauce,amod,NOUN,0.7022931575775146,"[{""id"": 10528847, ""node1"": 22138, ""node2"": 141110, ""type"": 0, ""w"": 63.0}, {""id"": 426635, ""node1"": 22138, ""node2"": 141110, ""type"": 10, ""w"": 56.0}, {""id"": 2047520, ""node1"": 22138, ""node2"": 141110, ""type"": 15, ""w"": 53.0}, {""id"": 1791100, ""node1"": 22138, ""node2"": 141110, ""type"": 666, ""w"": 7.0}]",r_associated,63.0
prêt,tomate,nsubj,ADV,0.5885069966316223,[],,
disposer,tranche,obj,NOUN,0.4626000821590423,[],,
tranche,aubergine,nmod,NOUN,0.5535061955451965,[],,
tranche,alternance,nmod,NOUN,0.4309235215187073,[],,
alternance,mozzarella,nmod,NOUN,0.510788083076477,[],,
mozzarella,tomate,appos,NOUN,0.5973955988883972,"[{""id"": 1746340, ""node1"": 120576, ""node2"": 22138, ""type"": 0, ""w"": 101.0}, {""id"": 675169823, ""node1"": 120576, ""node2"": 22138, ""type"": 666, ""w"": 5.0}]",r_associated,101.0
couche,aubergine,nmod,NOUN,0.5480102896690369,[],,
aubergine,sauce,appos,NOUN,0.7186498641967773,[],,
sauce,tomate,amod,ADV,0.7022931575775146,"[{""id"": 2221325, ""node1"": 141110, ""node2"": 22138, ""type"": 0, ""w"": 74.0}, {""id"": 10528848, ""node1"": 141110, ""node2"": 22138, ""type"": 9, ""w"": 26.0}, {""id"": 11333947, ""node1"": 141110, ""node2"": 22138, ""type"": 28, ""w"": 38.0}, {""id"": 96715050, ""node1"": 141110, ""node2"": 22138, ""type"": 50, ""w"": 16.0}, {""id"": 651031294, ""node1"": 141110, ""node2"": 22138, ""type"": 666, ""w"": 4.0}]",r_associated,74.0
sauce,râpé,acl,ADV,0.6588655710220337,"[{""id"": 651262448, ""node1"": 141110, ""node2"": 52123, ""type"": 0, ""w"": 30.0}]",r_associated,30.0
four,210,nmod,NUM,0.4737946689128876,[],,
four,degré,nmod,NOUN,0.6147381663322449,"[{""id"": 107015150, ""node1"": 9190, ""node2"": 121359, ""type"": 0, ""w"": 38.0}]",r_associated,38.0
four,c,nmod,NOUN,0.4225132167339325,[],,
