head,lemma,dep,pos,sim,relations
signifier,pain,obj,NOUN,0.6315665245056152,[]
pain,blé,nmod,NOUN,0.6030494570732117,"[{""id"": 82408, ""node1"": 61283, ""node2"": 32071, ""type"": 0, ""w"": 250.0}, {""id"": 238487, ""node1"": 61283, ""node2"": 32071, ""type"": 28, ""w"": 158.0}, {""id"": 14674201, ""node1"": 61283, ""node2"": 32071, ""type"": 42, ""w"": 35.0}, {""id"": 25778957, ""node1"": 61283, ""node2"": 32071, ""type"": 50, ""w"": 51.0}, {""id"": 402912582, ""node1"": 61283, ""node2"": 32071, ""type"": 129, ""w"": 45.0}, {""id"": 1832939, ""node1"": 61283, ""node2"": 32071, ""type"": 666, ""w"": 1.0}]"
petit,baguette,nsubj,NOUN,0.5803031921386719,[]
baguette,vietnamien,amod,ADJ,0.5322210788726807,[]
faire,lui,nsubj:pass,PRON,0.4231677055358886,[]
base,farine,nmod,NOUN,0.6549217104911804,[]
base,blé,nmod,NOUN,0.5811236500740051,[]
faire,mélanger,advcl,VERB,0.5462182760238647,[]
farine,riz,nmod,NOUN,0.6880448460578918,"[{""id"": 423997352, ""node1"": 127629, ""node2"": 24372, ""type"": 0, ""w"": 1.0}]"
conférer,croûte,obj,NOUN,0.5665920972824097,[]
croûte,mince,amod,ADJ,0.5428366661071777,"[{""id"": 98282591, ""node1"": 41851, ""node2"": 87702, ""type"": 17, ""w"": 53.0}]"
désigner,sandwich,obj,NOUN,0.4965728223323822,[]
sandwich,garni,amod,ADJ,0.5038705468177795,"[{""id"": 410014577, ""node1"": 1447, ""node2"": 71354, ""type"": 17, ""w"": 28.0}]"
faire,qui,nsubj,PRON,0.4499227106571197,"[{""id"": 729891679, ""node1"": 87528, ""node2"": 114890, ""type"": 9, ""w"": -5.0}]"
